ID,U_Full,V_Full,J_Full,U_Decomposed,V_Decomposed,J_Decomposed,zpk
CDFS_14266,-102.93609223207744,-103.53455907973893,-104.53830909226502,-101.84444665941575,-102.9982481307677,-104.29529346109994,2.9806
CDFS_14270,-101.19122756460175,-101.93375064070706,-102.37395142150497,-101.19092535682097,-101.93342933931117,-102.37199006715215,0.7276
CDFS_14271,-100.66289988687261,-101.17278385130498,-101.39853743667945,-100.66289988687261,-101.17278385130498,-101.39853743667945,0.7051
CDFS_14279,-100.7980229278602,-101.54052691035041,-101.9790876381914,-100.7980229278602,-101.54052691035041,-101.9790876381914,0.754
CDFS_14290,-103.6479026598004,-104.26449429055754,-104.5894808451072,-103.6479026598004,-104.26449429055754,-104.5894808451072,0.6731
CDFS_14293,-104.76964705159374,-105.65535784430482,-106.19730181832796,-104.76959953979453,-105.6553141527173,-106.19707454220824,0.9481
CDFS_14303,-100.32153638022804,-101.74364316340892,-102.65560130001369,-100.32153638022804,-101.74364316340892,-102.65560130001369,1.145
CDFS_14314,-103.9109896056975,-104.88047971578133,-105.43871802531254,-103.9109896056975,-104.88047971578133,-105.43871802531254,0.6585
CDFS_14319,-102.25881384057159,-103.44774009494019,-104.27383060623933,-101.96576431001725,-103.34611846731859,-104.20995679729043,0.7199
CDFS_14327,-101.7338526742951,-102.64702688627392,-103.15512507953237,-101.7338526742951,-102.64702688627392,-103.15512507953237,0.5293
CDFS_14338,-100.05094985575326,-100.90485807167452,-101.40316386379988,-99.93850771675083,-100.85168192872965,-101.35978012198811,0.5536
CDFS_14344,-100.57884883798705,-102.41376098343004,-103.49964821525708,-100.57884883798705,-102.41376098343004,-103.49964821525708,0.68
CDFS_14349,-102.37827637076485,-102.9839438587785,-103.27832991278817,-102.37827637076485,-102.9839438587785,-103.27832991278817,0.7533
CDFS_14352,-103.01908638208361,-104.10058580781944,-104.99199894071208,-103.01908638208361,-104.10058580781944,-104.99199894071208,1.7688
CDFS_14359,-102.48245459792612,-102.59891386500342,-102.87418543621142,-99.83494574461447,-100.34482970904685,-100.57058329442131,2.986
CDFS_14367,-99.44451214251293,-100.35768635449173,-100.8657845477502,-99.44451214251293,-100.35768635449173,-100.8657845477502,0.5992
CDFS_14369,-100.98327554767393,-101.62921425935677,-101.95325795052001,-100.98327554767393,-101.62921425935677,-101.95325795052001,0.4311
CDFS_14381,-103.90686557392874,-104.18684512979921,-104.32610404651074,-103.90685068388443,-104.18682089059152,-104.32590895209698,0.2269
CDFS_14382,-102.58505124106291,-103.33878846516998,-103.80272144333867,-102.58505124106291,-103.33878846516998,-103.80272144333867,0.7676
CDFS_14383,-98.87259112018852,-99.51852983187135,-99.84257352303459,-98.87259112018852,-99.51852983187135,-99.84257352303459,0.4162
CDFS_14395,-104.31405744498774,-105.3518190455735,-106.23193650176532,-104.26816549944712,-105.33322808274065,-106.22121983430637,1.367
CDFS_14403,-98.67878172353429,-99.51777262596836,-100.0746990572766,-98.67878172353429,-99.51777262596836,-100.0746990572766,0.4171
CDFS_14416,-100.37076420117302,-101.05995110448731,-101.43503682060398,-100.37076420117302,-101.05995110448731,-101.43503682060398,0.6259
CDFS_14424,-102.11486825175969,-102.81714262686314,-103.22659174609058,-102.11486825175969,-102.81714262686314,-103.22659174609058,1.1243
CDFS_14428,-101.03729713618974,-101.70456232047746,-102.11152750264364,-100.93804479036757,-101.64840955364932,-102.06161331761658,0.6888
CDFS_14429,-100.10141329557463,-101.01458750755343,-101.52268570081189,-100.10141329557463,-101.01458750755343,-101.52268570081189,0.7205
CDFS_14430,-101.93125647736758,-102.62687009142482,-103.2885097081149,-101.49081087652152,-102.40150955680255,-103.13461596617373,2.2571
CDFS_14443,-100.7533970910793,-101.44258399439357,-101.81766971051026,-100.7533970910793,-101.44258399439357,-101.81766971051026,0.7654
CDFS_14444,-100.10637194419738,-100.66959116910668,-100.9496089624622,-100.05471306278892,-100.63018246092835,-100.90218934839308,0.4063
CDFS_14454,-102.66635907227409,-104.47801376346072,-105.54153504672539,-102.66635907227409,-104.47801376346072,-105.54153504672539,0.1422
CDFS_14460,-101.8436548253766,-103.47722056482564,-104.5348223139984,-101.58515781381793,-103.42130480429341,-104.50783629412985,0.5478
CDFS_14465,-99.83136088187305,-100.84019602165633,-101.45978492062108,-99.83135606613936,-100.84019201538253,-101.45976420470137,0.3555
CDFS_14472,-102.62883264736396,-103.16366988009165,-103.48203558383437,-102.62857957316467,-103.16333979394032,-103.4795426194706,1.2638
CDFS_14485,-102.09703551152104,-102.74297422320387,-103.06701791436711,-102.09703551152104,-102.74297422320387,-103.06701791436711,0.963
CDFS_14486,-100.93508922889724,-101.7889974448185,-102.28730323694386,-100.82264708989482,-101.73582130187363,-102.24391949513206,1.3891
CDFS_14491,-98.8145255673821,-99.78452121419137,-100.46621930481342,-98.8145255673821,-99.78452121419137,-100.46621930481342,0.4189
CDFS_14496,-101.6479795890778,-102.3371664923921,-102.71225220850877,-101.6479795890778,-102.3371664923921,-102.71225220850877,0.9471
CDFS_14499,-103.39465759379806,-103.73887329806173,-104.50306794580867,-101.63177220995837,-102.67765124829918,-103.94823227048221,3.5096
CDFS_14504,-101.7438860251296,-102.34955351314325,-102.6439395671529,-101.7438860251296,-102.34955351314325,-102.6439395671529,0.9152
CDFS_14505,-99.69079952843296,-100.20068349286534,-100.42643707823981,-99.69079952843296,-100.20068349286534,-100.42643707823981,0.4248
CDFS_14510,-101.6078203355512,-102.35359811467085,-102.81283398593841,-101.58400337428496,-102.32650735677517,-102.76506808461616,1.2525
CDFS_14525,-100.25354802477624,-100.81174135446722,-101.22477250843859,-100.25354802477624,-100.81174135446722,-101.22477250843859,0.6794
CDFS_14534,-103.04243162064034,-104.53963374365843,-105.52553300216573,-103.04240569060187,-104.53962010550651,-105.52548494317261,0.4133
CDFS_14538,-103.22639876704139,-103.5119668375086,-103.98778442232243,-102.42941254436226,-102.86012738645772,-103.43583620663473,3.0504
CDFS_14543,-103.84866082486674,-105.49250790357908,-107.3805100406417,-103.58621509755422,-105.42430460406159,-107.36233621323807,2.3585
CDFS_14545,-100.63110586332914,-101.36961906659027,-101.80683747287885,-100.63110586332914,-101.36961906659027,-101.80683747287885,0.6377
CDFS_14546,-100.91835537623679,-102.29188586680365,-103.39028873739628,-100.86549755001414,-102.2762418949685,-103.38294011059476,1.757
CDFS_14551,-101.18500868246309,-101.83394490732594,-102.17962354546904,-101.18500868246309,-101.83394490732594,-102.17962354546904,1.0713
CDFS_14563,-104.80192721211999,-105.81072483579112,-106.43108790989372,-104.80169918163297,-105.81053513087612,-106.43010732019499,1.2066
CDFS_14579,-100.81158711095992,-101.54326157581922,-101.99131481941058,-100.76031520248594,-101.50281918497618,-101.94137991281714,0.9237
CDFS_14580,-105.22985854182579,-106.05410256669963,-107.03536157542723,-104.98118765387856,-105.6803327814773,-106.38093679653505,2.8058
CDFS_14581,-102.4443342274086,-103.35750843938742,-103.86560663264588,-102.4443342274086,-103.35750843938742,-103.86560663264588,0.6644
CDFS_14586,-102.05518026984694,-102.56493617461558,-102.79297864305897,-102.05053859084981,-102.56042255528217,-102.78617614065665,1.2252
CDFS_14590,-102.3548426689438,-102.79094687736347,-103.010173119668,-102.27893944187726,-102.72580544587733,-102.92689433442592,1.8188
CDFS_14597,-102.63007150377797,-103.2760102154608,-103.60005390662405,-102.63007150377797,-103.2760102154608,-103.60005390662405,0.5474
CDFS_14604,-103.01292336811251,-104.48665608347659,-105.45863944131139,-103.01292336811251,-104.48665608347659,-105.45863944131139,0.9225
CDFS_14612,-103.70987545558899,-104.89949217886303,-105.72573375280942,-103.41793529283045,-104.79828945013179,-105.66212778010362,1.0249
CDFS_14613,-100.91151198200174,-101.60069888531604,-101.97578460143271,-100.91151198200174,-101.60069888531604,-101.97578460143271,0.7435
CDFS_14614,-99.97815795935745,-100.67542796368384,-101.0931717880027,-99.93606727823389,-100.62525418154819,-101.00033989766486,0.5433
CDFS_14616,-103.78686989508594,-104.4447156685783,-105.10270220902909,-103.78686989508594,-104.4447156685783,-105.10270220902909,2.2472
CDFS_14619,-102.37434826764675,-103.02028697932957,-103.34433067049282,-102.37434826764675,-103.02028697932957,-103.34433067049282,1.4768
CDFS_14634,-100.69957475914755,-101.95507185749258,-102.802226121404,-100.4672149244629,-101.84756908176423,-102.71140741173608,0.8958
CDFS_14637,-102.56530986257908,-103.07519382701146,-103.30094741238594,-102.56530986257908,-103.07519382701146,-103.30094741238594,0.9696
CDFS_14643,-104.03172238593027,-104.50951474844027,-105.10427015707903,-104.03172238593027,-104.50951474844027,-105.10427015707903,2.2867
CDFS_14646,-101.76321736600954,-101.92191387926273,-101.92166655475023,-101.76321736600954,-101.92191387926273,-101.92166655475023,1.4986
CDFS_14647,-99.0949180044798,-100.22482400777864,-101.08027675245681,-98.98271769092575,-100.17518271666967,-101.04548366213956,0.4366
CDFS_14650,-100.51217200085497,-101.42534621283377,-101.93344440609224,-100.51217200085497,-101.42534621283377,-101.93344440609224,0.5013
CDFS_14652,-100.43176803792478,-101.48270861927928,-102.2306679577894,-100.43176803792478,-101.48270861927928,-102.2306679577894,0.6771
CDFS_14653,-102.68963142277838,-103.02024813068184,-103.09386046617861,-102.68963142277838,-103.02024813068184,-103.09386046617861,1.4525
CDFS_14655,-101.71978472405232,-102.05316406429637,-102.14738327621296,-101.64030736171608,-101.99129671992763,-102.07341505216783,0.812
CDFS_14659,-102.5721898626486,-103.21812857433143,-103.54217226549467,-102.5721898626486,-103.21812857433143,-103.54217226549467,1.2502
CDFS_14663,-101.50684372405368,-102.20911809915717,-102.61856721838458,-101.50684372405368,-102.20911809915717,-102.61856721838458,0.3652
CDFS_14669,-103.5287215064284,-104.30276833815017,-104.99440110922518,-103.47892017112314,-104.27701136456237,-104.97680194483016,2.7784
CDFS_14677,-100.81529817823656,-101.82383056098182,-102.449652162472,-100.8134909173085,-101.82232686655166,-102.44189905587051,1.2252
CDFS_14680,-104.350795780531,-104.96114989580815,-105.5970733498051,-103.81025107805606,-104.59224059236661,-105.2864107792948,2.3578
CDFS_14681,-102.88302486942854,-103.62582328672045,-104.06626223938376,-102.88090701270076,-103.62341099519097,-104.06197172303195,0.8924
CDFS_14688,-101.12853606806436,-101.83890083134611,-102.25210459531337,-101.12853606806436,-101.83890083134611,-102.25210459531337,1.0224
CDFS_14697,-100.92167658555967,-101.83468422301871,-102.35058148300611,-100.91985397000721,-101.83302818198604,-102.34112637524449,1.6419
CDFS_14698,-101.54113934416195,-101.57665575839266,-101.58928405235207,-101.54113934416195,-101.57665575839266,-101.58928405235207,1.1222
CDFS_14715,-104.02003251463681,-104.41814986533726,-104.70044220625732,-103.63187887323748,-104.07874487723757,-104.27983376578617,3.5292
CDFS_14723,-103.47104919242712,-103.96976520821511,-104.3797976371086,-102.96914200950621,-103.47902597393858,-103.70477955931305,2.9209
CDFS_14728,-101.2012421412507,-101.8106754821852,-102.16887386204915,-101.05905602248122,-101.70799224734408,-102.05367088548715,1.8581
CDFS_14732,-100.01029960730371,-100.86469174407056,-101.59131984381406,-99.82850154176515,-100.73920022204618,-101.47230663141734,0.7139
CDFS_14733,-103.42532063228946,-103.82379109720416,-104.38083536477093,-103.15617058685817,-103.5868854289536,-104.16259424913062,2.9822
CDFS_14741,-101.39340162267409,-102.12564902936779,-102.66275681784225,-100.83899335133177,-101.79499061339237,-102.35273419053274,1.5603
CDFS_14743,-99.49143098300938,-100.0809858554968,-100.3634407530265,-99.49143098300938,-100.0809858554968,-100.3634407530265,0.6144
CDFS_14745,-103.50866207419067,-104.24629680205587,-104.686364584989,-103.50865618136864,-104.24629050238359,-104.68632593528383,0.6667
CDFS_14748,-99.5785706116518,-100.08927260748449,-100.31829141862437,-99.57657947199422,-100.0864634364266,-100.31221702180106,0.3233
CDFS_14749,-103.50497326947831,-103.85176352175593,-103.93531608901787,-103.50497326947831,-103.85176352175593,-103.93531608901787,2.2837
CDFS_14765,-100.73094912597597,-101.65151822024177,-102.2062951476981,-100.65340036667956,-101.60939762874017,-102.16714120588054,0.9282
CDFS_14770,-100.9438679256944,-101.95270387493757,-102.57227606425644,-100.9438679256944,-101.95270387493757,-102.57227606425644,0.2675
CDFS_14780,-103.99496586879906,-104.40894307683614,-105.5061569078182,-101.82294939156095,-103.21551766799382,-105.06780461683906,3.1876
CDFS_14782,-103.74933963690953,-104.42143269568263,-104.80898030479932,-103.7493315164023,-104.42142348358493,-104.80892131930041,0.855
CDFS_14794,-100.30091771737315,-100.99011394663034,-101.36568828974261,-100.30083780221383,-100.99002470552813,-101.3651104216448,0.8497
CDFS_14796,-103.4689274274608,-103.86259605970322,-104.08566449698982,-103.24031845293688,-103.68718445693695,-103.88827334548554,2.7336
CDFS_14797,-104.21854513716083,-105.12924381744186,-105.86235022681302,-104.21854513716083,-105.12924381744186,-105.86235022681302,1.8942
CDFS_14799,-102.37304359396617,-102.7871397244559,-102.89523619255193,-102.37304359396617,-102.7871397244559,-102.89523619255193,2.0975
CDFS_14800,-101.64314428750642,-102.33396079127552,-102.74847999149657,-101.64302648003888,-102.33221338335318,-102.70729909946985,1.3021
CDFS_14806,-103.65517163015112,-105.17002402976343,-106.65804606909157,-103.54886835977759,-105.13708602007446,-106.64530534809921,0.642
CDFS_14813,-101.42736420825857,-101.77835356647012,-101.86047189871033,-101.42736420825857,-101.77835356647012,-101.86047189871033,0.9796
CDFS_14816,-104.91046811835642,-105.3082042976706,-105.59112218143825,-104.51874212530633,-104.9656081293064,-105.16669701785501,2.3596
CDFS_14819,-104.0328450540635,-105.58165876342345,-107.10128349012581,-103.93153263730716,-105.5513018724159,-107.08976399460568,0.6559
CDFS_14822,-101.96304128311658,-102.8762154950954,-103.38431368835384,-101.96304128311658,-102.8762154950954,-103.38431368835384,0.7425
CDFS_14827,-104.11629778493025,-104.58298066302952,-105.1448151648893,-103.27683813477606,-104.07492932821529,-104.77471990848308,3.4933
CDFS_14834,-101.7367335694769,-102.84303108740482,-103.75131477899433,-101.7367335694769,-102.84303108740482,-103.75131477899433,0.6797
CDFS_14845,-101.37823145664926,-102.29140566862807,-102.79950386188652,-101.37823145664926,-102.29140566862807,-102.79950386188652,0.3614
CDFS_14851,-104.48310882997843,-105.39373233374104,-106.12963625191811,-104.48226752873694,-105.39296620901797,-106.12607261838916,2.1023
CDFS_14856,-100.60735817761693,-101.61619412686008,-102.23576631617895,-100.60735817761693,-101.61619412686008,-102.23576631617895,0.68
CDFS_14857,-101.94220889593082,-102.85538310790963,-103.36348130116806,-101.94220889593082,-102.85538310790963,-103.36348130116806,0.6801
CDFS_14862,-100.6505246577092,-101.33669642022556,-101.73444063713217,-100.6505246577092,-101.33669642022556,-101.73444063713217,0.9734
CDFS_14866,-101.9910203917778,-102.56654639323233,-102.84008216709225,-101.9910167358237,-102.56648613396315,-102.83849302142785,1.6714
CDFS_14869,-103.1538376620741,-103.58331874417627,-103.75120391723172,-103.12484212914745,-103.53893825963718,-103.64703472773323,3.6679
CDFS_14870,-103.39167177289839,-104.19785471782916,-104.72560740874854,-103.39167177289839,-104.19785471782916,-104.72560740874854,0.6646
CDFS_14874,-104.01856427394134,-104.33378202012557,-104.76836194283523,-101.99365028057014,-102.5035342450025,-102.72928783037699,3.9201
CDFS_14876,-104.94476727468782,-105.28818154302407,-105.80653731182377,-104.52431891579849,-104.95503375789394,-105.53074257807096,2.9822
CDFS_14881,-102.5662625539448,-103.07151960347238,-103.37721504904982,-102.3849241330708,-102.89480809750317,-103.12056168287765,2.4275
CDFS_14887,-102.93681635744157,-103.45307484950055,-104.08744162900447,-102.93215363492173,-103.44696489799333,-104.05590925590326,2.5059
CDFS_14890,-100.95132985263355,-101.96016580187671,-102.57973799119557,-100.95132985263355,-101.96016580187671,-102.57973799119557,0.6769
CDFS_14898,-107.03012594905401,-107.44612656986946,-107.57855486641297,,,,0.4822
CDFS_14904,-102.61383757063052,-103.1237215350629,-103.34947512043738,-102.61383757063052,-103.1237215350629,-103.34947512043738,1.3299
CDFS_14913,-100.63075935782987,-101.31240757735596,-101.69861232156865,-100.58712816715487,-101.27631507046917,-101.65140078658584,0.8837
